id,text,label,source,platform_type,language,date_collected,clean_text,label_encoded
UG_TRUE_190,Police Investigate Separate Arson Incidents in Kireka and Mukono.,TRUE,Nile Post,News Website,English,2024-12-28,police investigate separate arson incident kireka mukono,1.0
UG_TRUE_191,"Gold Mine Pit Collapse Kills One, Injures Three in Kassanda",TRUE,Nile Post,News Website,English,2024-12-25,gold mine pit collapse kill one injures three kassanda,1.0
UG_TRUE_192,Fear Grips Masaka City Residents as Woman Found Murdered in Rented Room,TRUE,Nile Post,News Website,English,2024-12-20,fear grip masaka city resident woman found murdered rented room,1.0
UG_TRUE_193,Police Arrest Man Behind  “Protest Vote” Graffiti on Kampala–Kiboga–Hoima Highway,TRUE,Nile Post,News Website,English,2024-12-15,police arrest man behind protest vote graffiti kampalakibogahoima highway,1.0
UG_TRUE_194,Church Alleges Drunk UPDF Driver Caused Death of Anglican Priest in Abim,TRUE,Nile Post,News Website,English,2024-12-10,church alleges drunk updf driver caused death anglican priest abim,1.0
UG_TRUE_195,"NUP MP Charles Matovu, Campaign Team Brutally Attacked in Busiro South",TRUE,Nile Post,News Website,English,2024-12-05,nup mp charles matovu campaign team brutally attacked busiro south,1.0
UG_TRUE_196,Police praise catechists after swift recovery of stolen four-month-old baby in Kiboga,TRUE,Nile Post,News Website,English,2024-12-01,police praise catechist swift recovery stolen fourmonthold baby kiboga,1.0
UG_TRUE_197,Police Dismiss Claims of Plot to Detain Bobi Wine Before Election Day,TRUE,Nile Post,News Website,English,2024-11-28,police dismiss claim plot detain bobi wine election day,1.0
UG_TRUE_198,Museveni Hails Tycoon Nzeyi’s Contribution to Uganda's Economic Transformation,TRUE,Nile Post,News Website,English,2024-11-25,museveni hail tycoon nzeyis contribution uganda economic transformation,1.0
UG_TRUE_199,Bobi Wine Questions Healthcare System at Funeral of Fik Fameica’s Mother,TRUE,Nile Post,News Website,English,2024-11-20,bobi wine question healthcare system funeral fik fameicas mother,1.0
UG_TRUE_200,Uganda’s Opposition Unites to Demand Electoral Reforms Ahead of 2026 Elections,TRUE,Nile Post,News Website,English,2024-11-15,uganda opposition unites demand electoral reform ahead election,1.0
